district_id,state,district,lat,lon,population,female_population,literacy_rate,urban_share,census_match_quality,Rape,Kidnapping_&_Abduction,Dowry_Deaths,Assault_on_women_with_intent_to_outrage_her_modesty,Insult_to_modesty_of_Women,Cruelty_by_Husband_or_his_Relatives,Importation_of_Girls,total_2001
159,GUJARAT,RAJKOT COMMR.,22.334291554615387,72.26339328884616,2071212.6666666667,1001838.0555555555,0.6788045103367786,0.412032807948699,unmatched,5,38,3,19,12,199,0,276
160,GUJARAT,RAJKOT RURAL,22.40603378,70.83679439,2071212.6666666667,1001838.0555555555,0.6788045103367786,0.412032807948699,unmatched,20,35,2,45,3,206,0,311
161,GUJARAT,SURAT COMMR.,22.334291554615387,72.26339328884616,2071212.6666666667,1001838.0555555555,0.6788045103367786,0.412032807948699,unmatched,11,37,20,10,1,132,0,211
162,GUJARAT,SURAT RURAL,21.25761373,72.93488716,2071212.6666666667,1001838.0555555555,0.6788045103367786,0.412032807948699,unmatched,26,16,0,11,0,34,0,87
163,GUJARAT,SURENDRANAGAR,22.82672007,71.48358741,1756268.0,846351.0,0.6226988136207002,0.3192381911234164,exact,11,24,2,45,3,75,0,160
164,GUJARAT,VADODARA COMMR.,22.334291554615387,72.26339328884616,4165626.0,2011890.0,0.6945126614823318,0.5586561057701998,fuzzy,3,32,0,11,10,90,0,146
165,GUJARAT,VADODARA RURAL,22.26133739,73.4943301,4165626.0,2011890.0,0.6945126614823318,0.5586561057701998,fuzzy,18,34,0,34,0,81,0,167
166,GUJARAT,VALSAD,20.44238232,72.91485848,1705678.0,818456.0,0.6863294244282918,0.47348567690829085,exact,9,11,0,10,0,50,0,80
167,GUJARAT,W.RLY,22.334291554615387,72.26339328884616,2071212.6666666667,1001838.0555555555,0.6788045103367786,0.412032807948699,unmatched,1,0,0,7,0,7,0,15
168,HARYANA,AMBALA,30.35036723,76.94970311,1128350.0,529647.0,0.7249745203172775,0.4437377877026924,exact,11,32,11,27,0,132,0,213
169,HARYANA,BHIWANI,28.72886806,76.02110226,1634445.0,767773.0,0.6545775477302693,0.2174861160422721,exact,10,7,33,17,0,43,0,110
170,HARYANA,FARIDABAD,28.1487311,77.32718537,1809733.0,843623.0,0.7032744609287669,0.8136742294675162,exact,37,53,19,47,242,108,0,506
171,HARYANA,FATEHABAD,29.57298319,75.54608717,942011.0,446651.0,0.5919017930788494,0.214258069510024,exact,17,13,17,17,0,93,0,157
172,HARYANA,GRP,29.266942843157896,76.51933779473684,1222078.4736842106,571074.5263157894,0.6694502907062002,0.3846158264872459,unmatched,0,2,5,1,26,0,0,34
173,HARYANA,GURGAON,28.04389479,77.0193513,1514432.0,697742.0,0.7336849723196551,0.7294148648726062,exact,32,32,17,21,21,136,0,259
174,HARYANA,HISSAR,29.23628731,75.84324683,1743931.0,812369.0,0.6389650737328484,0.3378737454124518,fuzzy,10,18,24,33,0,117,0,202
175,HARYANA,JHAJJAR,28.59651868,76.61137143,958405.0,443738.0,0.705433506711672,0.26996250137862576,exact,21,8,20,42,13,122,0,226
176,HARYANA,JIND,29.45149822,76.29598576,1334152.0,621146.0,0.6241852502563426,0.24365489130434784,exact,21,8,11,22,29,67,0,158
177,HARYANA,KAITHAL,29.96068539,76.3769893,1074304.0,503301.0,0.6018119638389133,0.24673796477686474,exact,16,8,9,19,0,105,0,157
178,HARYANA,KARNAL,29.70320065,76.87488026,1505324.0,707612.0,0.6497026553751883,0.3171240451514459,exact,44,10,18,28,2,97,0,199
179,HARYANA,KURUKSHETRA,30.0565266,76.7877468,964655.0,453679.0,0.6705951868802836,0.30247309138136047,exact,31,14,10,28,8,68,0,159
180,HARYANA,MAHENDRAGARH,28.13521615,76.14018073,922088.0,435423.0,0.6835085154562255,0.1650207880810026,exact,11,8,8,19,0,23,0,69
181,HARYANA,PANCHKULA,30.70089714,76.97173238,561293.0,261614.0,0.722114831291322,0.5691609288305753,exact,6,15,4,23,10,43,0,101
182,HARYANA,PANIPAT,29.34352134,76.92895915,1205437.0,558580.0,0.6525426048810514,0.4699088925959194,exact,38,10,11,16,11,92,0,178
183,HARYANA,REWARI,28.19164715,76.55956008,900332.0,425997.0,0.7074579155244954,0.2578752316244595,exact,11,11,12,17,0,14,0,65
184,HARYANA,ROHTAK,28.89251765,76.53123235,1061204.0,492725.0,0.7044658708410447,0.4291983501769064,exact,28,6,17,26,20,41,0,138
185,HARYANA,SIRSA,29.63583446,74.9097048,1295189.0,612607.0,0.6044654486719698,0.2754374365392335,exact,17,7,12,23,0,98,0,157
186,HARYANA,SONIPAT,29.05805708,76.8558708,1450001.0,668702.0,0.6884933182804701,0.31999310070574033,exact,15,12,18,22,14,51,0,132
187,HARYANA,YAMUNANAGAR,30.26466183,77.31652822,1214205.0,567487.0,0.6855983956580644,0.40047466894776124,exact,22,23,9,30,5,63,0,152
188,HIMACHAL PRADESH,CHAMBA,32.66741815,76.39354063,519080.0,257760.0,0.623876859058334,0.06910018928138001,exact,12,15,0,23,1,21,0,72
189,HIMACHAL PRADESH,HAMIRPUR,31.67668481,76.49767089,454768.0,237698.0,0.7874146817718045,0.07207070802657228,exact,3,3,1,17,2,33,0,59
190,UTTAR PRADESH,HAMIRPUR,31.67668481,76.49767089,1104285.0,510748.0,0.5916036168199332,0.17759593552593125,exact,14,16,22,32,7,25,0,116
191,HIMACHAL PRADESH,KANGRA,32.14093603,76.41205911,1510075.0,759484.0,0.7632998361008559,0.06217959345031626,exact,18,21,1,43,0,58,0,141
192,HIMACHAL PRADESH,KINNAUR,31.60667184,78.51613736,84121.0,37872.0,0.7215677417054005,0.0,exact,6,3,0,4,0,2,0,15
193,HIMACHAL PRADESH,KULLU,31.90911922,77.40922649,437903.0,212451.0,0.7026030878984615,0.10974330167881974,exact,13,6,0,12,0,2,0,33
194,HIMACHAL PRADESH,LAHAUL-SPITI,32.51717031,77.62470977,31564.0,14976.0,0.6920859206691167,0.0,fuzzy,2,1,0,0,0,1,0,4
195,HIMACHAL PRADESH,MANDI,31.63580594,76.96556931,999777.0,501712.0,0.7239084315802424,0.06848376816291254,exact,16,10,0,59,4,56,0,145
196,HIMACHAL PRADESH,SHIMLA,31.15572545,77.62573042,814010.0,388971.0,0.7526222036584317,0.2556101981794677,exact,18,11,2,50,1,31,0,113
197,HIMACHAL PRADESH,SIRMAUR,30.68276445,77.4318469,529855.0,253566.0,0.6844230968849968,0.10956722662836445,exact,10,11,3,33,4,22,0,83
198,HIMACHAL PRADESH,SOLAN,31.03864312,76.94442141,580320.0,271566.0,0.7385201268265784,0.2108466778007008,exact,12,10,2,23,1,24,0,72
199,HIMACHAL PRADESH,UNA,31.58330388,76.18353932,521173.0,257481.0,0.766952624176617,0.0980717971707997,exact,9,5,0,11,0,20,0,45
200,JAMMU & KASHMIR,ANANTNAG,33.7297,75.1497,1078692.0,518925.0,0.5057347231647217,0.2544386155048194,exact,6,36,0,53,12,0,0,107
201,JAMMU & KASHMIR,AWANTIPORA,33.9177,75.0177,690922.3888888889,325402.05555555556,0.5679945721512539,0.32896538451922813,unmatched,1,13,0,8,2,0,0,24
202,JAMMU & KASHMIR,BARAMULLA,34.2021,74.3482,1008039.0,473306.0,0.5408014967674862,0.18858078812987764,fuzzy,28,59,0,93,14,0,0,194
203,JAMMU & KASHMIR,BORDER,33.609410820526314,75.20080053315789,690922.3888888889,325402.05555555556,0.5679945721512539,0.32896538451922813,unmatched,12,10,0,15,5,3,0,45
204,JAMMU & KASHMIR,BUDGAM,33.93258113,74.79798113,753745.0,355704.0,0.44530842658989445,0.14475162240003406,fuzzy,7,34,0,35,9,0,0,85
205,JAMMU & KASHMIR,CRIME JAMMU,33.609410820526314,75.20080053315789,690922.3888888889,325402.05555555556,0.5679945721512539,0.32896538451922813,unmatched,0,0,0,0,0,0,0,0
206,JAMMU & KASHMIR,CRIME SRINAGAR,33.609410820526314,75.20080053315789,1236829.0,585705.0,0.6052445406761969,0.982771441318797,fuzzy,0,0,0,0,0,0,0,0
207,JAMMU & KASHMIR,DODA,33.35961468,76.0716372,409936.0,196295.0,0.5344322040513642,0.08494428104208297,exact,7,15,0,6,2,1,0,31
208,JAMMU & KASHMIR,GANDERBAL,34.216496,74.771942,297446.0,138726.0,0.48168743234066014,0.1752902541825046,exact,5,31,0,30,4,0,0,70
209,JAMMU & KASHMIR,JAMMU,32.7131991,74.84775204,1529958.0,716137.0,0.7432458930245144,0.49351086033079394,exact,13,43,5,40,94,26,0,221
210,JAMMU & KASHMIR,KARGIL,33.56599489,76.63675315,140802.0,63017.0,0.6124628911521143,0.16147391159853772,exact,0,1,0,1,0,0,0,2
211,JAMMU & KASHMIR,KATHUA,32.51781678,75.58901399,616435.0,290326.0,0.631378815284661,0.1557992431823577,exact,13,10,3,14,4,1,0,45
212,JAMMU & KASHMIR,KULGAM,33.6451329,75.0184944,424483.0,206863.0,0.4925638953739019,0.20785932469247914,exact,6,31,0,7,11,0,0,55
213,JAMMU & KASHMIR,KUPWARA,34.59923474,74.21587684,870354.0,396164.0,0.5051438839828392,0.1278514180024661,exact,6,29,0,62,2,0,0,99
214,JAMMU & KASHMIR,LEH,33.5857922,78.30725928,690922.3888888889,325402.05555555556,0.5679945721512539,0.32896538451922813,unmatched,0,1,0,1,0,0,0,2
215,JAMMU & KASHMIR,POONCH,33.79124129,74.29593161,476835.0,224936.0,0.5488774943114495,0.10358325192662542,fuzzy,13,10,0,4,6,2,0,35
216,JAMMU & KASHMIR,PULWAMA,33.88414419,75.0092186,560440.0,267376.0,0.524512882734994,0.12825088788167094,exact,7,33,0,19,12,0,0,71
217,JAMMU & KASHMIR,RAILWAYS,33.609410820526314,75.20080053315789,690922.3888888889,325402.05555555556,0.5679945721512539,0.32896538451922813,unmatched,0,0,0,0,0,0,0,0
218,KARNATAKA,RAILWAYS,14.442164613461538,76.08676057384615,2109405.44,1039682.36,0.6715730286539889,0.4162038095246659,unmatched,1,0,1,0,0,0,0,2
219,KERALA,RAILWAYS,10.524360039461538,76.18736327076923,2315741.076923077,1204530.7692307692,0.8420768709561458,0.47272054913175154,unmatched,1,0,0,0,0,0,0,1
220,JAMMU & KASHMIR,RAJOURI,33.27232199,74.40776879,642415.0,297064.0,0.5667815975654367,0.0819747352255382,exact,17,20,3,7,6,6,0,59
221,JAMMU & KASHMIR,RAMBAN,33.2421,75.2336,283713.0,134581.0,0.43729050131647124,0.059594742362366386,exact,3,3,0,3,2,0,0,11
222,JAMMU & KASHMIR,REASI,33.0828,74.8333,314667.0,148206.0,0.4784168660838283,0.11370359722904862,exact,7,9,0,5,4,0,0,25
223,JAMMU & KASHMIR,SRINAGAR,34.27312899,75.11021159,1236829.0,585705.0,0.6052445406761969,0.982771441318797,exact,8,102,0,207,88,2,0,407
224,JAMMU & KASHMIR,UDHAMPUR,33.04770671,75.15286951,554985.0,258201.0,0.5808337162265647,0.18922338568935426,exact,10,14,2,12,11,9,0,58
225,JHARKHAND,BOKARO,23.6814965,85.98398374,2062330.0,989523.0,0.6175151406418953,0.5079997798586378,exact,26,32,25,24,2,45,0,154
226,JHARKHAND,CHAIBASA,22.5474,85.8025,1466499.0,711248.6,0.5564595679915226,0.27280683722166205,unmatched,32,10,0,6,0,0,0,48
227,JHARKHAND,CHATRA,24.11619946,84.93295805,1042886.0,508951.0,0.48908605542695943,0.06741468756670471,exact,6,3,7,0,0,6,0,22
228,JHARKHAND,DEOGHAR,24.33070101,86.75697632,1492073.0,717051.0,0.5318359088328788,0.1999844580522831,exact,22,0,10,13,1,10,0,56
229,JHARKHAND,DHANBAD,23.85450909,86.40372925,2684487.0,1278531.0,0.6415393332133849,0.6104236705062638,exact,32,45,30,47,0,18,0,172
230,JHARKHAND,DHANBAD RLY.,23.795399,86.42704,2684487.0,1278531.0,0.6415393332133849,0.6104236705062638,fuzzy,2,0,0,0,0,0,0,2
231,JHARKHAND,DUMKA,24.27500613,87.2766245,1321442.0,652928.0,0.5088448830898367,0.07120050890273963,exact,27,0,3,20,0,23,0,73
232,JHARKHAND,GARHWA,24.08211469,83.68664266,1322784.0,639209.0,0.49401565183733703,0.06567323627299249,exact,11,2,15,0,0,5,0,33
233,JHARKHAND,GIRIDIH,24.3057851,86.08710916,2445474.0,1187376.0,0.5125693423851573,0.09387526278906798,exact,42,10,30,13,0,57,0,152
234,JHARKHAND,GODDA,24.8189,87.29417355,1313551.0,635624.0,0.4602173802159185,0.05333698592610348,exact,37,26,1,0,0,0,0,64
235,JHARKHAND,GUMLA,23.07853295,84.55056787,1025213.0,510823.0,0.545954840603855,0.07055699048370903,exact,29,11,0,2,0,10,1,53
236,JHARKHAND,HAZARIBAGH,23.94324197,85.49441312,1734495.0,843614.0,0.5841752210297522,0.18013191948615317,exact,41,31,31,15,0,18,0,136
237,JHARKHAND,JAMSHEDPUR,22.8046,86.2029,1466499.0,711248.6,0.5564595679915226,0.27280683722166205,unmatched,50,51,6,58,0,88,0,253
238,JHARKHAND,JAMSHEDPUR RLY.,22.805618,86.20311,1466499.0,711248.6,0.5564595679915226,0.27280683722166205,unmatched,1,0,0,1,0,0,0,2
239,JHARKHAND,JAMTARA,23.97873318,86.9532508,791042.0,386212.0,0.5389246083014555,0.10832776784367797,exact,18,11,5,13,0,20,0,67
240,JHARKHAND,KODERMA,24.55671943,85.71690919,716259.0,349037.0,0.5448434155801184,0.22953427732118692,fuzzy,2,2,11,8,1,29,0,53
241,JHARKHAND,LATEHAR,23.72511186,84.48298743,726978.0,357312.0,0.4823832358063105,0.08807331447724186,exact,12,2,6,0,0,0,0,20
242,JHARKHAND,LOHARDAGGA,23.48879604,84.66051691,461790.0,229161.0,0.5623919963619827,0.1320817337016971,fuzzy,12,8,0,4,0,10,0,34
243,JHARKHAND,PAKUR,24.57260428,87.69691969,900422.0,447761.0,0.3919062395188034,0.07637619431334178,exact,23,0,7,0,0,18,0,48
244,JHARKHAND,PALAMU,24.19692597,84.20310843,1939869.0,933567.0,0.5281609222066026,0.12840030987683376,exact,15,2,18,8,0,28,1,72
245,JHARKHAND,RANCHI,23.18423506,85.31781937,2914253.0,1419316.0,0.6558912352496507,0.424418111526686,exact,73,1,4,24,1,78,0,181
246,JHARKHAND,SAHEBGANJ,24.9366799,87.68264098,1150567.0,561176.0,0.42002160673824296,0.1438467698367389,fuzzy,20,5,3,23,0,21,0,72
247,JHARKHAND,SARAIKELA,22.85591392,85.89614919,1466499.0,711248.6,0.5564595679915226,0.27280683722166205,unmatched,17,15,4,18,0,0,0,54
248,JHARKHAND,SIMDEGA,22.60876039,84.59193692,599578.0,299269.0,0.5728745884605506,0.07157254818621485,exact,17,12,1,0,0,0,0,30
249,KARNATAKA,BAGALKOT,16.15860676,75.64526071,1889752.0,939641.0,0.589184189248113,0.33803247482457194,exact,2,7,1,39,0,50,0,99
250,KARNATAKA,BANGALORE COMMR.,14.442164613461538,76.08676057384615,9621551.0,4598890.0,0.7807759892349997,0.908023354019021,fuzzy,40,56,40,223,51,229,0,639
251,KARNATAKA,BANGALORE RURAL,12.93682709,77.47369315,990923.0,481751.0,0.6950580418458346,0.29225453498416354,exact,13,10,30,90,0,123,0,266
252,KARNATAKA,BELGAUM,16.16107219,74.72329042,4779661.0,2356598.0,0.6385457043920061,0.27005667279516293,exact,8,12,4,62,0,125,0,211
253,KARNATAKA,BELLARY,15.07437755,76.47228471,2452595.0,1215641.0,0.5796395246667305,0.4039840893051902,exact,16,11,5,82,0,49,0,163
254,KARNATAKA,BIDAR,17.95036173,77.19459962,1703300.0,832635.0,0.6121487700346386,0.2626302314055105,exact,7,10,2,90,3,51,0,163
255,KARNATAKA,BIJAPUR,16.84015317,75.95909167,2177331.0,1066309.0,0.5733019003541492,0.2484236667993706,exact,6,19,1,65,0,92,0,183
256,KARNATAKA,CHAMARAJNAGAR,11.95248,77.0238496,1020791.0,508560.0,0.5537656582003564,0.17881705639614856,fuzzy,4,5,7,43,0,15,0,74
257,KARNATAKA,CHICKMAGALUR,13.42528829,75.67626502,1137961.0,571339.0,0.7191327295047897,0.20581205118926882,fuzzy,8,7,4,57,8,83,0,167
258,KARNATAKA,CHITRADURGA,14.2910222,76.57821957,1659456.0,818613.0,0.6552701608237881,0.21827302234502,exact,18,0,2,48,0,35,0,103
259,KARNATAKA,DAKSHIN KANNADA,12.89120455,74.96216278,2089649.0,1054935.0,0.7974176524382803,0.48804690815818125,fuzzy,3,6,1,24,0,25,0,59
260,KARNATAKA,DAVANAGERE,14.33041459,75.91723841,1945497.0,959097.0,0.6725993409396159,0.33166381189807254,exact,22,13,8,84,5,77,0,209
261,KARNATAKA,DHARWAD COMMR.,14.442164613461538,76.08676057384615,2109405.44,1039682.36,0.6715730286539889,0.4162038095246659,unmatched,4,4,2,3,0,24,0,37
262,KARNATAKA,DHARWAD RURAL,15.34383138,75.13831264,2109405.44,1039682.36,0.6715730286539889,0.4162038095246659,unmatched,3,2,3,8,0,8,0,24
263,KARNATAKA,GADAG,15.50712826,75.64861303,1064570.0,527423.0,0.6577087462543563,0.3832764785664379,exact,2,2,3,10,0,18,0,35
264,KARNATAKA,GULBARGA,17.07045952,76.8750385,2566326.0,1264571.0,0.5561912243417243,0.3321677913757673,exact,20,21,6,143,1,104,0,295
265,KARNATAKA,HASSAN,12.94509875,76.1104955,1776421.0,892754.0,0.6897328955242029,0.21125916363133385,exact,20,0,4,75,1,68,0,168
266,KARNATAKA,HAVERI,14.73758281,75.39612306,1597668.0,778540.0,0.6793920889696733,0.2381445193488795,exact,3,11,5,42,0,32,0,93
267,KARNATAKA,K.G.F.,14.442164613461538,76.08676057384615,2109405.44,1039682.36,0.6715730286539889,0.4162038095246659,unmatched,1,7,4,12,0,20,0,44
268,KARNATAKA,KODAGU,12.39684468,75.79336596,554519.0,279911.0,0.7445678146285339,0.14927643749941308,exact,4,4,4,22,0,14,0,48
269,KARNATAKA,KOLAR,13.31279988,78.01376948,1536401.0,760005.0,0.6614282339050808,0.31624613439026483,exact,17,18,18,42,0,39,0,134
270,KARNATAKA,KOPPAL,15.65125327,76.16170486,1389920.0,689994.0,0.5821090422470357,0.19156283596278975,exact,6,12,5,40,1,23,0,87
271,KARNATAKA,MANDYA,12.57490181,76.81570099,1805769.0,900684.0,0.6366534146947921,0.1839491945609299,exact,15,1,7,50,0,72,0,145
272,KARNATAKA,MYSORE COMMR.,14.442164613461538,76.08676057384615,2109405.44,1039682.36,0.6715730286539889,0.4162038095246659,unmatched,2,7,9,8,1,48,0,75
273,KARNATAKA,MYSORE RURAL,12.24810026,76.52881803,2109405.44,1039682.36,0.6715730286539889,0.4162038095246659,unmatched,12,4,6,79,2,51,0,154
274,KARNATAKA,RAICHUR,16.05079535,76.87368606,1928812.0,964301.0,0.5079650064391967,0.2750960846597989,exact,12,5,1,63,4,52,0,137
275,KARNATAKA,SHIMOGA,14.06384589,75.17882078,1752753.0,875338.0,0.72058983781514,0.36394119536695146,exact,12,10,6,65,0,134,0,227
276,KARNATAKA,TUMKUR,13.59246776,77.02297966,2678980.0,1328386.0,0.6768960574547029,0.23004868339170698,exact,6,4,28,53,0,44,0,135
277,KARNATAKA,UDUPI,13.45040423,74.7200999,1177361.0,615230.0,0.7868691081155228,0.2998840132956571,exact,2,0,0,16,2,16,0,36
278,KARNATAKA,UTTAR KANNADA,14.53895798,74.35229081,1437169.0,710913.0,0.7528036020815924,0.2959422231208613,fuzzy,4,3,3,27,2,34,0,73
279,KERALA,ALAPUZHA,9.542602966,76.38010796,2127789.0,1114647.0,0.8707616215705599,0.5419453904159572,fuzzy,21,6,1,162,2,105,0,297
280,KERALA,CBCID,10.524360039461538,76.18736327076923,2315741.076923077,1204530.7692307692,0.8420768709561458,0.47272054913175154,unmatched,2,0,0,0,0,4,0,6
281,KERALA,ERNAKULAM,10.0048793,76.26957729,3282388.0,1662831.0,0.8699995247362591,0.685284044910534,exact,38,7,3,162,3,161,0,374
282,KERALA,IDUKKI,9.804809639,77.04586642,1108974.0,556166.0,0.8323098647939446,0.05048820050771883,exact,34,0,0,145,16,127,0,322
283,KERALA,KANNUR,11.94152308,75.35209892,2523003.0,1341557.0,0.8475748938863727,0.648945132203755,exact,42,7,0,77,7,157,0,290
284,KERALA,KASARGOD,12.3331031,75.07768497,1307375.0,678762.0,0.7935687924275744,0.3977070643003315,fuzzy,28,1,0,0,0,66,0,95
285,KERALA,KOLLAM,8.929388821,76.63607759,2635375.0,1388407.0,0.8500775032016317,0.4339011814555792,exact,55,9,3,235,0,315,0,617
286,KERALA,KOTTAYAM,9.643701174,76.46059673,1974551.0,1006262.0,0.8861751355118201,0.28930298262506987,exact,22,12,2,125,8,82,0,251
287,KERALA,KOZHIKODE,11.39292427,75.7115872,3086293.0,1615351.0,0.8474383345975253,0.6730473293912369,exact,39,10,2,118,8,319,0,496
288,KERALA,MALAPPURAM,10.97329876,75.93910776,4112920.0,2152592.0,0.8051007556675063,0.4516229391882841,exact,71,4,3,92,3,448,0,621
289,KERALA,PALAKKAD,10.7849269,76.49980491,2809934.0,1450456.0,0.7969909613535406,0.25543053488546313,exact,63,10,5,112,10,215,0,415
290,KERALA,PATHANAMTHITTA,9.291312393,76.86412329,1197412.0,635696.0,0.8873746045638427,0.12234159546569665,exact,12,0,0,90,3,95,0,200
291,KERALA,THRISSUR,10.45893265,76.12321941,3121200.0,1640437.0,0.8581789055491478,0.6798568640331905,exact,42,9,2,223,16,198,0,490
292,KERALA,TRIVANDRUM,10.524360039461538,76.18736327076923,2315741.076923077,1204530.7692307692,0.8420768709561458,0.47272054913175154,unmatched,57,21,6,345,2,210,0,641
293,KERALA,WAYANADU,11.71527746,76.07587007,817420.0,415736.0,0.7897837097208289,0.042465861835762696,fuzzy,35,1,0,56,3,59,0,154
294,MADHYA PRADESH,BALAGHAT,21.80020721,80.42170053,1701698.0,859520.0,0.6743987476038639,0.15034606375048581,exact,87,11,3,157,12,72,0,342
295,MADHYA PRADESH,BARWANI,21.70213571,74.9100472,1385881.0,686541.0,0.39680607498046366,0.16343769839943864,exact,34,2,5,81,9,18,0,149
296,MADHYA PRADESH,BETUL,21.96462632,77.78734282,1575362.0,776126.0,0.596541620275213,0.2156749432557316,exact,95,16,7,135,4,71,0,328
297,MADHYA PRADESH,BHIND,26.35951126,78.76183243,1703005.0,776162.0,0.6429323460588783,0.24578971957418883,exact,31,20,34,80,2,54,0,221
298,MADHYA PRADESH,BHOPAL,23.48072614,77.39246623,2371061.0,1134931.0,0.7003995257819179,0.8303271354137679,exact,106,48,15,252,56,132,0,609
299,MADHYA PRADESH,BHOPAL RLY.,23.269,77.4158,2371061.0,1134931.0,0.7003995257819179,0.8303271354137679,fuzzy,1,2,0,10,3,0,0,16
300,MADHYA PRADESH,CHHATARPUR,24.81363738,79.56449299,1762375.0,826254.0,0.5350921341939144,0.20183599232985855,exact,65,23,20,193,10,46,0,357
301,MADHYA PRADESH,CHHINDWARA,22.22796697,78.76413136,2090922.0,1026454.0,0.6189604394616346,0.25418092803604697,exact,93,16,10,203,32,109,0,463
302,MADHYA PRADESH,DAMOH,23.76624408,79.47049303,1264219.0,602346.0,0.591444203891889,0.17981568041178586,exact,66,10,28,189,0,58,0,351
303,MADHYA PRADESH,DATIYA,25.9022644,78.63916571,786754.0,366597.0,0.6246488737267304,0.21290237130495354,fuzzy,12,8,8,57,0,18,0,103
304,MADHYA PRADESH,DEWAS,22.785111,76.46088806,1563715.0,758356.0,0.5917759949862986,0.2686478249190844,exact,78,11,15,279,80,96,0,559
305,MADHYA PRADESH,DHAR,22.57268172,75.11056207,2185793.0,1073068.0,0.49288198836760844,0.20042969719533382,exact,68,18,41,168,21,88,0,404
306,MADHYA PRADESH,DINDORI,22.83738437,81.04332967,704524.0,352611.0,0.537545917527295,0.04290699971465572,exact,20,2,0,53,6,4,0,85
307,MADHYA PRADESH,GUNA,24.49043927,77.2235896,1241519.0,592157.0,0.5267579473209834,0.2536787273970921,exact,124,15,7,317,22,95,0,580
308,MADHYA PRADESH,GWALIOR,26.04074442,78.12782433,2032036.0,941709.0,0.6679064740978998,0.6117709466567167,exact,59,22,20,139,8,49,0,297
309,MADHYA PRADESH,HARDA,22.22765978,77.07022572,570465.0,275627.0,0.6180046102740746,0.2202906771629577,exact,28,2,9,35,0,27,0,101
310,MADHYA PRADESH,HOSHANGABAD,22.5952688,78.02168095,1241350.0,592625.0,0.653034196640754,0.33528009232837447,exact,65,13,9,109,6,31,0,233
311,MADHYA PRADESH,INDORE,22.68026575,75.91338013,3276697.0,1577070.0,0.7047127030665331,0.7458246545175932,exact,84,35,25,215,63,161,0,583
312,MADHYA PRADESH,INDORE RLY.,22.7172,75.8683,3276697.0,1577070.0,0.7047127030665331,0.7458246545175932,fuzzy,2,0,0,5,1,0,0,8
313,MADHYA PRADESH,JABALPUR,23.18525572,79.98328755,2463289.0,1186011.0,0.7130580293258323,0.5641789420274312,exact,108,20,28,264,50,81,0,551
314,MADHYA PRADESH,JABALPUR RLY.,23.1655,79.9506,2463289.0,1186011.0,0.7130580293258323,0.5641789420274312,fuzzy,0,0,1,4,0,0,0,5
315,MADHYA PRADESH,JHABUA,22.41957802,74.40921617,1025048.0,510025.0,0.3434775737331325,0.10480803077275407,exact,44,80,5,127,4,24,0,284
316,MADHYA PRADESH,KATNI,23.72441623,80.33819666,1292042.0,630029.0,0.6120335097465872,0.20880666760259117,exact,25,3,11,106,12,59,0,216
317,MADHYA PRADESH,KHANDWA,21.8257,76.3526,1593376.5652173914,767066.6304347826,0.6105494290617892,0.32957382287499315,unmatched,63,12,11,184,15,49,0,334
318,MADHYA PRADESH,KHARGON,21.9029,75.8069,1593376.5652173914,767066.6304347826,0.6105494290617892,0.32957382287499315,unmatched,47,14,5,164,29,21,0,280
319,MADHYA PRADESH,MANDLA,22.70348712,80.38600544,1054905.0,529633.0,0.5734753366416881,0.11755834059041056,exact,64,9,4,151,19,46,0,293
320,MADHYA PRADESH,MANDSAUR,24.19278764,75.43588668,1340411.0,657560.0,0.6226381311403741,0.21303814703256022,exact,41,8,4,102,11,30,0,196
321,MADHYA PRADESH,MORENA,26.37313505,77.88447341,1965970.0,897553.0,0.6000523914403577,0.22983892364913433,exact,35,18,29,77,2,34,0,195
322,MADHYA PRADESH,NARSINGHPUR,22.95134468,79.00202423,1091854.0,523044.0,0.6583160385912402,0.18701316095559675,fuzzy,70,4,22,156,16,40,0,308
323,MADHYA PRADESH,NEEMUCH,24.70311893,75.06608187,826067.0,403414.0,0.6159718279510016,0.28060628331482224,exact,37,7,1,83,18,62,0,208
324,MADHYA PRADESH,PANNA,24.45132584,80.21133001,1016520.0,483040.0,0.5435790737024357,0.11137569525444496,exact,44,10,19,104,2,31,0,210
325,MADHYA PRADESH,RAISEN,23.29251821,78.16305496,1331597.0,631239.0,0.6159671432122481,0.22854783198705608,exact,79,9,20,194,31,50,0,383
326,MADHYA PRADESH,RAJGARH,23.78549903,76.66431224,1545814.0,755602.0,0.520272814193687,0.17381141450324483,exact,95,9,7,196,26,49,0,382
327,MADHYA PRADESH,RATLAM,23.50356229,75.14895782,1455069.0,716828.0,0.5675882037209232,0.28660191993409423,exact,70,13,4,125,28,53,0,293
328,MADHYA PRADESH,REWA,24.86118463,81.57572465,2365106.0,1140006.0,0.6095950879157214,0.152796172050731,exact,31,18,18,105,2,56,0,230
329,MADHYA PRADESH,SAGAR,23.80031871,78.71940358,2378458.0,1122201.0,0.6498828232409402,0.26959269605727176,exact,141,16,29,509,0,142,0,837
330,MADHYA PRADESH,SATNA,24.62777622,80.75547049,2228935.0,1071440.0,0.6154423525136444,0.19821563739140702,exact,58,5,19,157,6,65,0,310
331,MADHYA PRADESH,SEONI,22.33230488,79.66053864,1379131.0,683252.0,0.6266221265420037,0.12426454636461771,exact,52,2,10,106,23,25,0,218
