district_id,state,district,lat,lon,population,female_population,literacy_rate,urban_share,census_match_quality,Rape,Kidnapping_&_Abduction,Dowry_Deaths,Assault_on_women_with_intent_to_outrage_her_modesty,Insult_to_modesty_of_Women,Cruelty_by_Husband_or_his_Relatives,Importation_of_Girls,total_2001
332,MADHYA PRADESH,SHAHDOL,23.44859865,81.45968318,1066063.0,526042.0,0.5667526215617651,0.19848339280812516,exact,63,13,9,216,3,87,0,391
333,MADHYA PRADESH,SHAJAPUR,23.56662032,76.33555181,1512681.0,732161.0,0.5914082347831433,0.19140059181393038,exact,90,8,8,153,36,65,0,360
334,MADHYA PRADESH,SHEOPUR,25.78014811,77.16911117,687861.0,326077.0,0.47687686901859533,0.14942046883674556,exact,21,3,6,52,0,14,0,96
335,MADHYA PRADESH,SHIVPURI,25.37802452,77.74861601,1726050.0,806255.0,0.5219118797253846,0.15360385441928315,exact,72,11,14,172,2,26,0,297
336,MADHYA PRADESH,SIDHI,24.1754719,82.10537834,1127033.0,551121.0,0.5330677983697016,0.09360383430430998,exact,42,30,27,105,2,66,0,272
337,MADHYA PRADESH,SIHORE,22.92971997,77.06780203,1311332.0,627589.0,0.5950910982115895,0.17964671299905657,fuzzy,59,27,5,130,17,45,0,283
338,MADHYA PRADESH,TIKAMGARH,25.14099852,78.89357065,1445166.0,684811.0,0.5175460812114318,0.15723566027488825,exact,86,4,15,177,2,27,0,311
339,MADHYA PRADESH,UJJAIN,23.31928886,75.80383718,1986864.0,970575.0,0.6245973554304673,0.38550288181199677,exact,59,33,7,161,33,109,0,402
340,MADHYA PRADESH,UMARIYA,23.59601063,80.90879477,644758.0,314084.0,0.5531873974421411,0.17829900158271156,fuzzy,25,2,2,61,5,21,0,116
341,MADHYA PRADESH,VIDISHA,23.82838308,77.90135076,1458875.0,689307.0,0.591495501670808,0.2227098714430314,exact,112,6,13,245,22,56,0,454
342,MAHARASHTRA,AHMEDNAGAR,19.21759903,74.69220261,4543159.0,2200334.0,0.6937661657890468,0.21309516972897166,fuzzy,44,25,0,74,2,496,0,641
343,MAHARASHTRA,AKOLA,20.74631048,77.1212232,1813906.0,881572.0,0.7780342531531402,0.388860352811685,exact,15,14,2,109,7,189,0,336
344,MAHARASHTRA,AMRAVATI COMMR.,19.44197594,75.93815318631579,2888445.0,1407677.0,0.7796149831483722,0.34905188567627893,fuzzy,23,23,10,43,26,55,0,180
345,MAHARASHTRA,AMRAVATI RURAL,21.16520992,77.67583503,2888445.0,1407677.0,0.7796149831483722,0.34905188567627893,fuzzy,42,25,4,99,38,92,0,300
346,MAHARASHTRA,AURANGABAD COMMR.,19.44197594,75.93815318631579,3701282.0,1776813.0,0.6764783121091557,0.43645085647287596,fuzzy,14,14,4,33,12,102,0,179
347,MAHARASHTRA,AURANGABAD RURAL,19.8762,75.3433,3701282.0,1776813.0,0.6764783121091557,0.43645085647287596,fuzzy,28,6,6,53,12,247,0,352
348,MAHARASHTRA,BEED,18.95235334,75.69319706,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,22,15,2,78,15,177,0,309
349,MAHARASHTRA,BHANDARA,21.21179265,80.109502,1200334.0,594814.0,0.749674673882436,0.20362327379649736,exact,39,1,5,71,37,60,0,213
350,MAHARASHTRA,BULDHANA,20.56680611,76.3901788,2586258.0,1248698.0,0.7268702503771859,0.2098169164176481,fuzzy,22,18,35,118,21,223,0,437
351,MAHARASHTRA,CHANDRAPUR,20.09560909,79.3155638,2204307.0,1080473.0,0.7161502458595831,0.3408008412996327,exact,43,7,2,102,28,144,0,326
352,MAHARASHTRA,DHULE,21.27401869,74.58719072,2050862.0,996831.0,0.6309132452597981,0.27612662871839483,exact,16,6,6,17,8,127,0,180
353,MAHARASHTRA,GADCHIROLI,19.7955461,80.30965564,1072942.0,531614.0,0.6602081007174666,0.11260428001450852,exact,27,6,0,55,17,57,0,162
354,MAHARASHTRA,GONDIA,21.22500841,80.17522699,1322507.0,660953.0,0.7593479656440382,0.17286004424149126,fuzzy,23,17,4,85,22,80,0,231
355,MAHARASHTRA,HINGOLI,19.59525302,77.09239413,1177345.0,571051.0,0.6716323592489882,0.14738948338250654,exact,20,8,2,44,4,134,0,212
356,MAHARASHTRA,JALGAON,20.88289434,75.55140422,4229917.0,2032552.0,0.6836734621506758,0.3193441888615715,exact,19,12,5,76,31,389,0,532
357,MAHARASHTRA,JALNA,19.98461253,75.98473607,1959046.0,947573.0,0.6102577479038267,0.19506393811029574,exact,16,8,5,56,7,172,0,264
358,MAHARASHTRA,KOLHAPUR,16.44881302,74.12897151,3876001.0,1895343.0,0.7290619894060915,0.3246107482824761,exact,26,13,19,46,7,80,0,191
359,MAHARASHTRA,LATUR,18.34868727,76.75812608,2454196.0,1181056.0,0.6725917571375717,0.26811376427517625,exact,7,22,38,50,7,150,0,274
360,MAHARASHTRA,MUMBAI,19.076,72.8777,3085411.0,1400803.0,0.8131889074097421,1.0,exact,127,12,18,274,44,198,0,673
361,MAHARASHTRA,MUMBAI RLY.,18.9728,72.8206,3085411.0,1400803.0,0.8131889074097421,1.0,fuzzy,2,0,0,5,0,0,0,7
362,MAHARASHTRA,NAGPUR COMMR.,19.44197594,75.93815318631579,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,39,51,7,75,56,218,0,446
363,MAHARASHTRA,NAGPUR RLY.,21.1523,79.0882,4653570.0,2268595.0,0.7894601349071788,0.6707007060715426,fuzzy,2,0,2,4,0,0,0,8
364,MAHARASHTRA,NAGPUR RURAL,21.1579,79.0726,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,81,16,3,131,294,141,0,666
365,MAHARASHTRA,NANDED,19.20931698,77.6829049,3361292.0,1631217.0,0.6513641183211694,0.280598820468259,exact,23,36,21,85,22,202,0,389
366,MAHARASHTRA,NANDURBAR,21.52317563,74.32638757,1648295.0,815125.0,0.5499676938897466,0.17671575163205042,exact,16,6,2,27,1,78,0,130
367,MAHARASHTRA,NASIK COMMR.,19.44197594,75.93815318631579,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,9,9,3,19,2,99,0,141
368,MAHARASHTRA,NASIK RURAL,19.997454,73.789803,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,39,10,7,74,37,339,0,506
369,MAHARASHTRA,NAVI MUMBAI,19.033,73.0297,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,17,7,5,23,5,57,0,114
370,MAHARASHTRA,OSMANABAD,18.19459456,75.99495575,1657576.0,796041.0,0.6864300641418554,0.17490730128766938,exact,16,7,2,52,6,102,0,185
371,MAHARASHTRA,PARBHANI,19.31032425,76.70163339,1836086.0,893216.0,0.6305881097072795,0.3130776918773801,exact,25,16,1,57,10,120,0,229
372,MAHARASHTRA,PUNE COMMR.,19.44197594,75.93815318631579,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,56,28,2,54,105,147,1,393
373,MAHARASHTRA,PUNE RLY.,18.5286,73.8746,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,0,0,0,3,0,0,0,3
374,MAHARASHTRA,PUNE RURAL,18.516726,73.856255,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,42,17,5,64,11,165,0,304
375,MAHARASHTRA,RAIGAD,18.5158,73.1822,2634200.0,1289855.0,0.7364642016551515,0.39327318910396775,fuzzy,20,1,1,29,7,55,0,113
376,MAHARASHTRA,RATNAGIRI,17.21019507,73.25725894,1615069.0,853948.0,0.7426258568519364,0.15769470190596252,exact,10,4,0,32,19,62,0,127
377,MAHARASHTRA,SANGLI,17.15493018,74.70713823,2822143.0,1386415.0,0.7262094798172878,0.2656766701067036,exact,32,8,12,54,22,96,0,224
378,MAHARASHTRA,SATARA,17.6737909,74.18052064,3003741.0,1492899.0,0.7409740054152472,0.2060020236378119,exact,32,7,13,49,9,179,0,289
379,MAHARASHTRA,SINDHUDURG,16.17094805,73.51329008,849651.0,432319.0,0.7839301077736623,0.13199603328286919,exact,7,2,0,20,13,8,0,50
380,MAHARASHTRA,SOLAPUR COMMR.,19.44197594,75.93815318631579,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,16,11,6,15,4,62,0,114
381,MAHARASHTRA,SOLAPUR RURAL,17.65992,75.906387,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,35,14,6,40,12,90,0,197
382,MAHARASHTRA,THANE COMMR.,19.44197594,75.93815318631579,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,39,37,6,69,43,212,0,406
383,MAHARASHTRA,THANE RURAL,19.2183,72.9781,2474780.03125,1200459.6875,0.7181207178249087,0.37149051446673365,unmatched,65,16,6,76,25,104,0,292
384,MAHARASHTRA,WARDHA,20.80743024,78.57259106,1300774.0,632389.0,0.7837318396585418,0.30927904009220386,exact,35,12,9,98,35,89,0,278
385,MAHARASHTRA,WASHIM,20.28228239,77.25502394,1197160.0,576858.0,0.7266505730228207,0.1690242590208133,exact,15,13,10,60,10,116,0,224
386,MAHARASHTRA,YAVATMAL,20.04258347,78.05326372,2772348.0,1352383.0,0.729552711275785,0.21160534848872117,exact,56,31,12,125,27,177,0,428
387,MANIPUR,BISHNUPUR,24.50712112,93.8246236,237399.0,118617.0,0.658524256631241,0.37706815793691784,exact,1,3,0,0,0,1,0,5
388,MANIPUR,CHANDEL,24.2635813,94.09443844,144182.0,69603.0,0.6263056414809061,0.11074355971896956,exact,0,1,0,0,0,0,0,1
389,MANIPUR,CHURACHANDPUR,24.30309719,93.38671506,274143.0,135323.0,0.7147182309962319,0.08392563769995677,exact,1,0,0,0,0,0,0,1
390,MANIPUR,IMPHAL(EAST),24.82105807,93.66951205,456113.0,230019.0,0.7118060656021644,0.41932198195437215,fuzzy,7,6,0,2,0,1,0,16
391,MANIPUR,IMPHAL(WEST),24.79400559,93.8885905,517992.0,262938.0,0.7579769571730838,0.6267936637890074,fuzzy,7,37,0,17,0,3,0,64
392,MANIPUR,SENAPATI,25.08465586,94.03366234,479148.0,231825.0,0.5519735029677678,0.04584023698348145,exact,0,0,0,0,0,0,0,0
393,MANIPUR,TAMENGLONG,24.98312942,93.4945074,140651.0,68280.0,0.6043753688206981,0.14657841357958792,exact,0,0,0,0,0,0,0,0
394,MANIPUR,THOUBAL,24.54539255,93.97959894,422168.0,211323.0,0.6379071838699285,0.36735946596587477,exact,4,14,0,1,0,0,0,19
395,MANIPUR,UKHRUL,25.05900315,94.44129567,183998.0,89280.0,0.7056000608702269,0.13860109811410837,exact,0,1,0,1,0,0,0,2
396,MEGHALAYA,GARO HILLS EAST,25.82728228,90.64684925,326982.0,162574.0,0.525083949575206,0.08754010078607714,unmatched,2,0,0,2,0,0,0,4
397,MEGHALAYA,GARO HILLS SOUTH,25.24056858,90.64560349,326982.0,162574.0,0.525083949575206,0.08754010078607714,unmatched,1,0,0,0,0,1,0,2
398,MEGHALAYA,GARO HILLS WEST,25.49528519,90.03709947,326982.0,162574.0,0.525083949575206,0.08754010078607714,unmatched,5,0,0,8,0,0,0,13
399,MEGHALAYA,JAINTIA HILLS,25.33959557,92.3760816,395124.0,198839.0,0.4746029094663954,0.08565763226107004,exact,7,4,0,3,0,0,0,14
400,MEGHALAYA,KHASI HILLS EAST,25.30376389,91.7592252,326982.0,162574.0,0.525083949575206,0.08754010078607714,unmatched,5,5,0,8,0,3,0,21
401,MEGHALAYA,KHASI HILLS WEST,25.50088993,91.25364542,326982.0,162574.0,0.525083949575206,0.08754010078607714,unmatched,4,0,0,2,0,0,0,6
402,MEGHALAYA,RI-BHOI,25.897066,91.84516159,258840.0,126309.0,0.6021441817338896,0.09001318184671396,exact,2,2,0,2,0,0,0,6
403,MIZORAM,AIZAWL,23.90781335,92.85359459,400309.0,201039.0,0.8508302336445096,0.79615700964216,exact,26,0,0,13,0,1,0,40
404,MIZORAM,CHAMPHAI,23.54166581,93.24221799,125745.0,62357.0,0.8016382361127679,0.40874903574183596,exact,7,0,0,7,0,0,0,14
405,MIZORAM,KOLASIB,24.20200043,92.73470391,83955.0,41037.0,0.7848847596926926,0.5639880952380952,exact,6,0,0,15,0,0,0,21
406,MIZORAM,LAWNGTLAI,22.36102843,92.66964157,117894.0,57295.0,0.5331993146385736,0.19339103645565905,exact,2,0,0,0,0,0,0,2
407,MIZORAM,LUNGLEI,23.00771704,92.63512555,161428.0,78537.0,0.7503159303218773,0.44633190699592723,exact,3,0,0,11,0,0,0,14
408,MIZORAM,MAMIT,23.73852943,92.43308038,86364.0,41536.0,0.6969454865453198,0.19798609446175977,exact,0,0,0,0,0,15,2,17
409,MIZORAM,SAIHA,22.35744801,93.02827931,56574.0,27980.0,0.74650899706579,0.45092383254073437,exact,3,0,0,6,0,0,0,9
410,MIZORAM,SERCHHIP,23.26386471,92.9141585,64937.0,32086.0,0.8389054006190616,0.5176242737249839,exact,5,1,0,0,0,0,1,7
411,NAGALAND,DIMAPUR,25.81417681,93.75074058,378811.0,181417.0,0.7339728782955088,0.5613428716876993,exact,4,4,0,0,0,0,0,8
412,NAGALAND,KIPHIRE,25.8188,94.8521,74004.0,36174.0,0.5571590724825685,0.21110126956008268,exact,0,0,0,0,0,0,0,0
413,NAGALAND,KOHIMA,25.60311429,93.78600658,267988.0,129022.0,0.7369322506977924,0.5815374507227332,exact,6,0,0,6,0,0,0,12
414,NAGALAND,MOKOKCHUNG,26.47891176,94.52242601,194622.0,93530.0,0.8195065306080505,0.32095951373059806,exact,1,0,0,0,0,0,0,1
415,NAGALAND,MON,26.69207374,95.03072989,250260.0,118507.0,0.4780068728522337,0.14532946572066952,exact,2,2,0,0,0,0,0,4
416,NAGALAND,PEREN,25.5225,93.6623,95219.0,45505.0,0.6532729812327371,0.16777196523458418,exact,0,0,0,0,0,0,0,0
417,NAGALAND,PHEK,25.63272987,94.56814564,163418.0,79675.0,0.6479885936677722,0.1579072687129313,exact,1,0,0,0,0,0,0,1
418,NAGALAND,TUENSANG,26.21104453,94.85809881,196596.0,94663.0,0.5977283362835459,0.18848846253564946,exact,0,0,0,0,0,0,0,0
419,NAGALAND,WOKHA,26.20261155,94.19908152,166343.0,81838.0,0.7707447863751405,0.1750626754376567,exact,1,0,0,0,0,0,0,1
420,NAGALAND,ZUNHEBOTO,26.02817821,94.50026667,140757.0,69540.0,0.7309121393607423,0.16198976173246496,exact,2,0,0,0,0,0,0,2
421,ODISHA,ANGUL,21.1207062,84.99839213,1273821.0,618103.0,0.6825574393890508,0.17891781459621262,fuzzy,33,5,8,90,0,53,0,189
422,ODISHA,BALASORE,21.48570932,87.08085828,1436826.7586206896,710351.0,0.6416057021824146,0.18275331126846878,unmatched,58,32,36,92,9,68,0,295
423,ODISHA,BARAGARH,21.13240638,83.264445,1481255.0,732094.0,0.6641550577044466,0.10326585483298145,fuzzy,19,8,0,41,2,30,0,100
424,ODISHA,BERHAMPUR,19.315,84.7941,1436826.7586206896,710351.0,0.6416057021824146,0.18275331126846878,unmatched,10,10,4,41,6,29,0,100
425,ODISHA,BHADRAK,20.95262735,86.81496205,1506337.0,746077.0,0.72635804604149,0.12670693706698807,exact,35,18,23,29,5,79,0,189
426,ODISHA,BOLANGIR,20.6163003,83.2152006,1648997.0,818900.0,0.5623175785037814,0.11539217978261919,fuzzy,19,16,4,91,11,61,0,202
427,ODISHA,BOUDH,20.58319074,84.12363307,441162.0,219537.0,0.6156740607758601,0.04767531206054192,fuzzy,6,5,1,21,3,6,0,42
428,ODISHA,CUTTACK,20.40764065,85.77768102,2624470.0,1271710.0,0.7664286503560719,0.2666946730153347,exact,34,33,39,42,1,125,0,274
429,ODISHA,DEOGARH,21.43146202,84.81452481,312520.0,154290.0,0.6329802892614873,0.07442435043237004,fuzzy,8,4,2,33,0,8,0,55
430,ODISHA,DHENKANAL,20.79887159,85.53226836,1192811.0,580218.0,0.6957598479557952,0.10494396499124498,exact,15,7,14,82,5,31,0,154
431,ODISHA,GAJAPATI,19.12108088,84.14015092,577817.0,294935.0,0.4543601174766405,0.1316052413714351,exact,10,3,1,13,2,7,0,36
432,ODISHA,GANJAM,19.26326176,84.8029771,3529031.0,1749813.0,0.6262483950976911,0.21658390733055347,exact,22,10,1,102,6,9,0,150
433,ODISHA,JAGATSINGHPUR,20.11444318,86.43265259,1136971.0,559106.0,0.7819258362790256,0.1220388283455995,fuzzy,12,16,16,13,2,30,0,89
434,ODISHA,JAJPUR,20.85324909,86.15277301,1827192.0,901158.0,0.7062503557371091,0.08413365142782168,fuzzy,24,14,16,16,3,42,0,115
435,ODISHA,JHARSUGUDA,21.82705857,83.93581682,579505.0,282815.0,0.7003891252016807,0.41742575598523585,exact,12,5,4,39,1,13,0,74
436,ODISHA,KALAHANDI,19.78425309,83.11240438,1576869.0,789768.0,0.5086256372596583,0.07763952557665721,exact,30,17,0,22,5,9,0,83
437,ODISHA,KANDHAMAL,20.09287862,84.02216353,733110.0,373165.0,0.5453288046814257,0.10080474200917941,exact,34,25,4,95,15,29,0,202
438,ODISHA,KENDRAPARA,20.60631982,86.83763248,1440361.0,722547.0,0.7562444414976524,0.05360952713448931,exact,11,15,24,66,176,57,0,349
439,ODISHA,KEONJHAR,21.4922574,85.76276987,1801733.0,895246.0,0.5841697965236803,0.14568046554227945,fuzzy,38,19,4,127,16,41,0,245
440,ODISHA,KHURDA,20.05416232,85.52234834,2251673.0,1084536.0,0.7771714631742709,0.5181936581732438,fuzzy,65,32,11,28,9,171,0,316
441,ODISHA,KORAPUT,18.82627795,82.8127847,1379647.0,700838.0,0.41176474851900524,0.17025479866471938,exact,38,13,7,56,124,132,0,370
442,ODISHA,MALKANGIR,18.2522793,81.98293636,613192.0,309568.0,0.39906913332202637,0.08621130723970324,fuzzy,14,5,0,27,0,12,0,58
443,ODISHA,MAYURBHANJ,21.89762155,86.40304081,2519738.0,1263525.0,0.5434680113567363,0.08556255465512368,exact,77,31,19,141,0,74,0,342
444,ODISHA,NAYAGARH,20.19289562,85.056147,962789.0,460153.0,0.7149666230087797,0.09255932356225766,exact,17,18,14,11,3,9,0,72
445,ODISHA,NOWRANGPUR,19.51304717,82.4204196,1220946.0,616134.0,0.38525782467037856,0.07904068080716911,fuzzy,13,3,0,41,7,13,0,77
446,ODISHA,NUAPADA,20.47130951,82.59152537,610382.0,308420.0,0.49048464731921976,0.05675498620455513,exact,9,2,0,16,5,17,0,49
447,ODISHA,PURI,19.83509175,85.8669899,1698730.0,833350.0,0.7605322799974098,0.15226981342150545,exact,41,24,29,13,0,32,0,139
448,ODISHA,RAYAGADA,19.29284002,83.4586012,967911.0,495951.0,0.4212525738420165,0.1717164314530201,exact,9,0,1,33,2,26,0,71
449,ODISHA,ROURKELA,22.2604,84.8536,1436826.7586206896,710351.0,0.6416057021824146,0.18275331126846878,unmatched,12,6,2,35,13,17,0,85
450,ODISHA,SAMBALPUR,21.51575238,84.34958483,1041099.0,514222.0,0.675911704842671,0.300473858539755,exact,18,9,0,82,9,18,0,136
451,ODISHA,SONEPUR,20.89080329,83.76852635,1436826.7586206896,710351.0,0.6416057021824146,0.18275331126846878,unmatched,8,4,6,28,4,11,0,61
452,ODISHA,SRP(CUTTACK),20.5020233128125,84.6627237084375,2624470.0,1271710.0,0.7664286503560719,0.2666946730153347,fuzzy,1,3,0,5,4,0,0,13
453,ODISHA,SRP(ROURKELA),20.5020233128125,84.6627237084375,1436826.7586206896,710351.0,0.6416057021824146,0.18275331126846878,unmatched,2,3,0,2,0,0,0,7
454,ODISHA,SUNDARGARH,22.06354819,84.50524819,2093437.0,1032290.0,0.6412048702683673,0.37237526332309706,exact,36,19,4,82,10,7,0,158
455,PUNJAB,AMRITSAR,31.54867982,74.79883857,2490656.0,1172248.0,0.6764362481209769,0.5832124220632935,exact,9,26,7,9,0,77,0,128
456,PUNJAB,BARNALA,30.3819,75.5468,595527.0,278005.0,0.6042228144147956,0.34580577682255625,exact,12,13,6,13,0,24,0,68
457,PUNJAB,BATALA,31.8183,75.2071,1895686.0,893164.0,0.668249383072935,0.42153665952154074,fuzzy,8,4,6,1,0,19,0,38
458,PUNJAB,BHATINDA,30.211,74.9455,1388525.0,645328.0,0.6084643776669487,0.3867149065843552,fuzzy,13,9,4,15,0,57,0,98
459,PUNJAB,FARIDKOT,30.59118725,74.79751554,617508.0,290837.0,0.6174575875940069,0.3708667216406589,exact,6,7,4,11,0,20,0,48
460,PUNJAB,FATEHGARH SAHIB,30.64290947,76.36208395,600163.0,279368.0,0.7098621541147988,0.32783482755466103,exact,11,6,4,4,1,7,0,33
461,PUNJAB,FEROZEPUR,30.9331,74.6225,2029074.0,957437.0,0.6049611793359927,0.30627201974561596,fuzzy,22,7,11,17,0,22,0,79
462,PUNJAB,G.R.P,30.924464428695654,75.47025802521739,1519303.2777777778,716972.2777777778,0.6690260692958714,0.40792922420401007,unmatched,0,0,3,1,0,0,0,4
463,PUNJAB,GURDASPUR,32.04283371,75.32040644,2298323.0,1085706.0,0.7112659969899792,0.30591013741283885,exact,12,14,6,4,0,21,0,57
464,PUNJAB,HOSHIARPUR,31.5515717,75.84698574,1586625.0,777568.0,0.7561326715512487,0.23326712198307528,exact,19,13,12,13,0,46,0,103
465,PUNJAB,JAGRAON,30.7916,75.4694,1519303.2777777778,716972.2777777778,0.6690260692958714,0.40792922420401007,unmatched,19,11,7,3,2,27,0,69
466,PUNJAB,JALANDHAR,31.25033691,75.54400351,2193590.0,1048379.0,0.7396719532820627,0.533505147359948,exact,21,49,17,16,2,104,0,209
467,PUNJAB,KAPURTHALA,31.33659264,75.47641166,815168.0,388857.0,0.7072983728507498,0.3666496939162261,exact,8,9,2,20,0,34,0,73
468,PUNJAB,KHANNA,30.7071,76.217,1519303.2777777778,716972.2777777778,0.6690260692958714,0.40792922420401007,unmatched,6,1,4,0,0,15,0,26
469,PUNJAB,LUDHIANA,30.76596397,75.83110852,3498739.0,1630923.0,0.7317564985556224,0.6189969146072466,exact,38,46,11,46,13,249,0,403
470,PUNJAB,MAJITHA,31.7574,74.953,1519303.2777777778,716972.2777777778,0.6690260692958714,0.40792922420401007,unmatched,9,6,9,8,0,20,0,52
471,PUNJAB,MANSA,29.91954771,75.43049229,769751.0,361019.0,0.5502558619605561,0.2585990050359236,exact,6,4,2,3,0,3,0,18
472,PUNJAB,MOGA,30.75654007,75.16008451,995746.0,469826.0,0.6305714509523513,0.2570526177111972,exact,11,9,6,8,2,25,0,61
473,PUNJAB,MUKTSAR,30.31243303,74.55187477,901896.0,426274.0,0.5819384940170486,0.3330255133678627,exact,3,2,1,2,0,16,0,24
474,PUNJAB,NAWAN SHAHR,31.1243,76.1156,1519303.2777777778,716972.2777777778,0.6690260692958714,0.40792922420401007,unmatched,11,8,4,8,0,14,0,45
475,PUNJAB,PATIALA,30.21454038,76.27505894,1895686.0,893164.0,0.668249383072935,0.42153665952154074,exact,23,46,10,128,19,232,0,458
476,PUNJAB,ROPAR,30.9659,76.523,1519303.2777777778,716972.2777777778,0.6690260692958714,0.40792922420401007,unmatched,6,6,5,13,4,33,0,67
477,PUNJAB,SANGRUR,30.1850452,75.89437014,1655169.0,777140.0,0.6054227695177955,0.3492373213585659,exact,15,18,10,18,4,36,0,101
478,PUNJAB,TARN TARAN,31.4539,74.9268,1119627.0,530258.0,0.5949856514714276,0.1663971793662557,exact,10,10,8,11,0,27,0,66
479,RAJASTHAN,AJMER,26.19930038,74.69904192,2583052.0,1258967.0,0.5910345591184382,0.4017791638777413,exact,16,125,12,95,0,236,0,484
480,RAJASTHAN,ALWAR,27.55271738,76.65359631,3674179.0,1735153.0,0.5940037216477477,0.2139810562254524,exact,34,87,43,124,0,235,0,523
481,RAJASTHAN,BANSWARA,23.45364203,74.44246868,1797485.0,889731.0,0.46139077655724525,0.09167744577102391,exact,90,59,10,112,1,151,0,423
482,RAJASTHAN,BARAN,24.98023243,76.86210652,1222755.0,588810.0,0.5670040196114512,0.21882954844696353,exact,81,94,3,219,5,124,0,526
483,RAJASTHAN,BARMER,25.77070908,71.50297126,2603751.0,1234729.0,0.4563884949060029,0.09348619333505899,exact,13,14,13,71,0,45,0,156
484,RAJASTHAN,BHARATPUR,27.32411858,77.21752077,2548462.0,1192736.0,0.5810834142317994,0.2129203098168876,exact,48,103,24,77,0,209,0,461
485,RAJASTHAN,BHILWARA,25.45119768,74.63947596,2408523.0,1187787.0,0.5215337366510513,0.21581493756288098,exact,42,223,5,126,3,312,0,711
486,RAJASTHAN,BIKANER,28.12489068,73.26943323,2363937.0,1123136.0,0.5409623860534354,0.3688039659130003,exact,35,34,13,53,0,153,0,288
487,RAJASTHAN,BUNDI,25.48580716,75.79984074,1110906.0,533746.0,0.5266368171564471,0.20921368468254598,exact,36,103,2,164,6,157,0,468
488,RAJASTHAN,CHITTORGARH,24.63162376,74.80010998,1544338.0,761167.0,0.5321535829591708,0.19504535249411284,fuzzy,67,169,7,112,5,384,0,744
489,RAJASTHAN,CHURU,28.29330376,74.65846427,2039547.0,988101.0,0.5634922852966859,0.3016766789567781,exact,24,14,8,73,3,174,0,296
490,RAJASTHAN,DAUSA,26.91234818,76.57342097,1634409.0,776622.0,0.5739389589753849,0.14169443823776903,exact,9,26,8,31,0,60,0,134
491,RAJASTHAN,DHOLPUR,26.72397055,77.7447622,1206516.0,552869.0,0.5661740084673555,0.21451466541771558,fuzzy,24,33,21,34,0,93,0,205
492,RAJASTHAN,DUNGARPUR,23.75104808,73.84765641,1388552.0,692020.0,0.4908645841135226,0.0890245313421548,exact,17,50,3,56,0,60,0,186
493,RAJASTHAN,GANGANAGAR,29.25678541,73.56192303,1969168.0,925828.0,0.606013808877658,0.29310124174804564,exact,55,65,13,118,2,375,0,628
494,RAJASTHAN,HANUMANGARH,29.18133518,74.74632573,1774692.0,843508.0,0.582712943992535,0.21836935186729162,exact,35,22,20,98,0,241,0,416
495,RAJASTHAN,JAIPUR,27.03345929,75.77117286,6626178.0,3157671.0,0.6490868491610096,0.5643503499494136,exact,61,203,29,179,1,453,0,926
496,RAJASTHAN,JAISALMER,26.86900839,71.18371877,669919.0,308211.0,0.46073181981702266,0.16230843340510773,exact,2,7,3,21,0,16,0,49
497,RAJASTHAN,JALORE,25.07578094,72.18647262,1828730.0,892096.0,0.45363831730217147,0.10312397040764369,fuzzy,10,20,12,61,0,96,0,199
498,RAJASTHAN,JHALAWAR,24.24725541,76.11242892,1411129.0,685986.0,0.5242554011716859,0.17595277976307097,exact,65,57,8,144,10,224,0,508
499,RAJASTHAN,JHUNJHUNU,28.13517401,75.52840894,2137045.0,1041149.0,0.6412405915645202,0.23103091690495983,fuzzy,19,25,0,50,0,125,0,219
500,RAJASTHAN,JODHPUR,26.67846084,73.00450847,3687165.0,1763237.0,0.5509739867893083,0.34479850435761733,exact,20,53,12,128,3,263,1,480
501,RAJASTHAN,KARAULI,26.51901556,76.96081818,1458248.0,674609.0,0.5526145072717398,0.16277531528317163,exact,21,50,10,37,0,66,0,184
502,RAJASTHAN,KOTA,25.17571808,76.18618928,1951014.0,929853.0,0.665471903328218,0.6050886179635047,exact,50,116,17,203,6,319,0,711
503,RAJASTHAN,NAGAUR,27.07862016,74.14215667,3307743.0,1611418.0,0.5316688751211929,0.19768321338967776,exact,22,34,14,65,0,102,0,237
504,RAJASTHAN,PALI,25.80490394,73.55285641,2037573.0,1012151.0,0.5328363695435697,0.2141939002661184,exact,25,61,15,115,2,196,0,414
505,RAJASTHAN,RAJSAMAND,25.24894767,73.96570216,1156597.0,575258.0,0.5353109164211908,0.16696201008543082,exact,13,63,6,40,1,104,0,227
506,RAJASTHAN,SAWAI MADHOPUR,26.25108118,76.42192839,1335551.0,631520.0,0.5553872521528568,0.2016976064258847,exact,19,42,6,49,0,97,0,213
